ID,EAN,Naziv,Doza_snaga,Doza_jedinica_mjere,Oblik
415240,5099150000000,Colospa® retard,200,8,14
415255,8606110000000,Fortecortin®,4,8,54
415256,8606110000000,Fortecortin®,8,8,54
415281,8600100000000,Palexia®,50,8,2
415283,8600100000000,Palexia®,75,8,2
415285,8600100000000,Palexia®,100,8,2
415300,8600100000000,Palexia®SR,50,8,56
415302,8600100000000,Palexia®SR,100,8,56
415305,8600100000000,Palexia®SR,150,8,56
415308,8600100000000,Palexia®SR,200,8,56
415310,8600100000000,Palexia®SR,250,8,56
415337,5099150000000,Physiotens®,0.2,8,2
415338,5099150000000,Physiotens®,0.4,8,2
415445,8606010000000,Somavert®,10,8,28
415447,8606010000000,Somavert®,15,8,28
415449,8606010000000,Somavert®,20,8,28
415451,8606010000000,Somavert®,25,8,28
415454,8606010000000,Somavert®,30,8,28
415821,8606110000000,KANJINTI®,150,8,36
415825,8606110000000,KANJINTI®,420,8,36
416115,8606010000000,Leuprorelin Sandoz®,3.6,8,12
416116,8606010000000,Leuprorelin Sandoz®,3.6,8,12
416117,8606010000000,Leuprorelin Sandoz®,3.6,8,12
416120,8606010000000,Leuprorelin Sandoz®,5,8,12
416121,8606010000000,Leuprorelin Sandoz®,5,8,12
416122,8606010000000,Leuprorelin Sandoz®,5,8,12
416202,8600100000000,Cholipam®,10,8,2
416204,8600100000000,Cholipam®,20,8,2
416205,8600100000000,Cholipam®,20,8,2
416250,8600060000000,Bromokriptin,2.5,8,54
416324,8600100000000,Verapamil HF,40,8,2
416326,8600100000000,Verapamil HF,80,8,2
416349,8605000000000,URICIN®,400,8,2
416366,8605000000000,ONDASAN®,4,8,2
416367,8605000000000,ONDASAN®,8,8,2
416417,5310000000000,VALDOCEF®,500,8,17
416424,3838990000000,Gliclada®,30,8,56
416499,3838990000000,Ecansya®,500,8,2
416501,3838990000000,Ecansya®,500,8,2
416521,3838990000000,Meaxin®,100,8,2
416523,3838990000000,Meaxin®,100,8,2
416525,3838990000000,Meaxin®,100,8,2
416526,3838990000000,Meaxin®,100,8,2
416529,3838990000000,Meaxin®,400,8,2
416531,3838990000000,Meaxin®,400,8,2
416554,4013050000000,Bretaris® Genuair®,322,7,32
416607,8606020000000,Flazak®,6,8,54
416610,8606020000000,Flazak®,30,8,54
416636,5310000000000,Maprazax®,0.25,8,54
416642,5310000000000,Maprazax®,0.5,8,54
416649,5310000000000,Maprazax®,1,8,54
416666,8606010000000,Byol®,2.5,8,2
416668,8606010000000,Byol®,2.5,8,2
416669,8606010000000,Byol®,2.5,8,2
416670,8606010000000,Byol®,2.5,8,2
416671,8606010000000,Byol®,5,8,2
416673,8606010000000,Byol®,5,8,2
416674,8606010000000,Byol®,5,8,2
416675,8606010000000,Byol®,5,8,2
416676,8606010000000,Byol®,10,8,2
416678,8606010000000,Byol®,10,8,2
416679,8606010000000,Byol®,10,8,2
416680,8606010000000,Byol®,10,8,2
416836,3594460000000,Preductal® MR,35,8,55
416837,5391190000000,Preductal® MR,35,8,55
416839,5906740000000,Preductal® MR,35,8,55
416842,8606100000000,Trileptal®,300,8,2
416844,8606100000000,Trileptal®,300,8,2
416845,8606100000000,Trileptal®,600,8,2
416847,8606100000000,Trileptal®,600,8,2
416994,8606100000000,Forxiga®,5,8,2
416995,8606100000000,Forxiga®,10,8,2
417007,5099150000000,Betaserc®,24,8,54
417008,5099150000000,Betaserc®,24,8,54
417026,8606110000000,Aimovig®,70,8,48
417169,3391130000000,PENICILLIN G SODIUM PANPHARMA,1,2,41
417231,5995330000000,Preductal®,40,8,15
417232,5995330000000,Preductal®,40,8,15
417236,5995330000000,Preductal®,80,8,15
417237,5995330000000,Preductal®,80,8,15
417334,8606110000000,Trulicity,0.75,8,48
417339,8606110000000,Trulicity,1.5,8,48
417352,8680200000000,Naproff,550,8,2
417353,8680200000000,Naproff,550,8,2
417395,8606110000000,Gefitinib Teva,250,8,2
417396,8606110000000,Gefitinib Teva,250,8,2
417402,8606110000000,Gefitinib Teva,250,8,2
417403,8606110000000,Gefitinib Teva,250,8,2
417417,7640130000000,PENTASA®,2,3,8
417425,7640130000000,PENTASA®,4,3,8
417498,5310000000000,BRONLES®,375,8,17
417525,8600100000000,Ozempic®,0.25,8,48
417529,8600100000000,Ozempic®,0.5,8,48
417532,8600100000000,Ozempic®,1,8,48
417575,8606020000000,Nucala®,100,8,41
417711,8606020000000,Kyprolis,60,8,40
417712,8606020000000,Kyprolis,60,8,40
417730,3838990000000,Tanyz® ERAS,0.4,8,56
417731,3838990000000,Tanyz® ERAS,0.4,8,56
417732,3838990000000,Tanyz® ERAS,0.4,8,56
417733,3838990000000,Tanyz® ERAS,0.4,8,56
417743,8600100000000,Vazotal®,5,8,54
417745,8600100000000,Vazotal®,10,8,54
417777,3838990000000,Glypvilo®,50,8,54
417779,3838990000000,Glypvilo®,50,8,54
417858,8608810000000,Tefor®,500,8,2
417861,8608810000000,Tefor®,850,8,2
417874,8606010000000,Rapidol® S,200,8,16
417888,8606100000000,Telmipres®,40,8,54
417889,8606100000000,Telmipres®,80,8,54
417906,5310000000000,Cefaklor Alkaloid®,500,8,17
417955,8606100000000,Corace®,2.5,8,54
417956,8606100000000,Corace®,2.5,8,54
417958,8606100000000,Corace®,5,8,54
417959,8606100000000,Corace®,5,8,54
418006,3400970000000,Pharmatex®,20,8,60
418053,8606020000000,Celsentri®,150,8,2
418055,8606020000000,Celsentri®,300,8,2
418182,8606100000000,Lynparza®,100,8,2
418183,8606100000000,Lynparza®,100,8,2
418187,8606100000000,Lynparza®,150,8,2
418188,8606100000000,Lynparza®,150,8,2
418332,8606110000000,Glucophage®,500,8,2
418333,8606110000000,Glucophage®,500,8,2
418334,8606110000000,Glucophage®,500,8,2
418336,8606110000000,Glucophage®,500,8,2
418338,8606110000000,Glucophage®,500,8,2
418339,8606110000000,Glucophage®,500,8,2
418340,8606110000000,Glucophage®,500,8,2
418341,8606110000000,Glucophage®,500,8,2
418344,8606110000000,Glucophage®,1000,8,2
418345,8606110000000,Glucophage®,1000,8,2
418346,8606110000000,Glucophage®,1000,8,2
418348,8606110000000,Glucophage®,1000,8,2
418350,8606110000000,Glucophage®,1000,8,2
418351,8606110000000,Glucophage®,1000,8,2
418352,8606110000000,Glucophage®,1000,8,2
418353,8606110000000,Glucophage®,1000,8,2
418396,8600100000000,Presolol®,50,8,2
418397,8600100000000,Presolol®,50,8,2
418403,5290670000000,Imarem,100,8,2
418404,5290670000000,Imarem,400,8,2
418407,3838990000000,Apaurin®,10,8,54
418409,5310000000000,Pancef®,400,8,2
418410,5310000000000,Pancef®,400,8,2
418415,5690530000000,Donecept®,5,8,2
418417,5690530000000,Donecept®,10,8,2
418420,8606100000000,Iressa®,250,8,2
418421,8606100000000,Iressa®,250,8,2
418456,8606110000000,Campral®,333,8,6
418457,8606110000000,Campral®,333,8,6
418480,8606010000000,Xeljanz®,10,8,2
418508,8606110000000,Tenofovir SK,245,8,2
418555,8606010000000,Rapidol® Rp,600,8,2
418557,8606010000000,Rapidol® Rp,400,8,2
418646,8600100000000,Hemomycin®,500,8,2
418652,8600100000000,Febricet®,500,8,54
418672,5397320000000,Ogivri®,150,8,36
418778,3850340000000,Agnis®,50,8,54
418791,8606020000000,Epri®,5,8,2
418792,8606020000000,Epri®,5,8,2
418793,8606020000000,Epri®,5,8,2
418794,8606020000000,Epri®,5,8,2
418795,8606020000000,Epri®,5,8,2
418796,8606020000000,Epri®,5,8,2
418814,8606100000000,Fluimucil®,600,8,9
418842,8600100000000,Gastroperidon®,10,8,54
418873,5290670000000,Kapetral,150,8,2
418874,5290670000000,Kapetral,500,8,2
418887,8600100000000,EMEND®,125,8,17
418923,8600100000000,Cancidas®,50,8,36
418924,8600100000000,Cancidas®,50,8,36
418926,8600100000000,Cancidas®,70,8,36
418927,8600100000000,Cancidas®,70,8,36
418970,8606110000000,Lamivudin 100 SK,100,8,2
418976,8606110000000,Lamivudin 150 SK,150,8,2
419212,3838990000000,Zulbex®,10,8,6
419213,3838990000000,Zulbex®,10,8,6
419218,3838990000000,Zulbex®,20,8,6
419220,3838990000000,Zulbex®,20,8,6
419429,3838990000000,Apaurin®,5,8,22
419455,8699540000000,Lebel®,500,8,2
419934,8606100000000,Jardiance®,10,8,2
419936,8606100000000,Jardiance®,10,8,2
419937,8606100000000,Jardiance®,25,8,2
419939,8606100000000,Jardiance®,25,8,2
420039,9120020000000,Clindamycin-MIP,300,8,2
420040,9120020000000,Clindamycin-MIP,300,8,2
420042,9120020000000,Clindamycin-MIP,600,8,2
420043,9120020000000,Clindamycin-MIP,600,8,2
420044,9120020000000,Clindamycin-MIP,600,8,2
420063,3850110000000,Sumamed® kapsule,250,8,17
420069,3850110000000,Sumamed® tablete 500,500,8,2
420146,8606110000000,Gefitinib SK,250,8,2
420297,8606100000000,Femara®,2.5,8,2
420324,5350590000000,Fitaxyl®,80,8,2
420330,5350590000000,Fitaxyl®,120,8,2
420453,8606110000000,Fovelid®,500,8,2
420455,8606110000000,Fovelid®,250,8,2
420457,5310000000000,Fovelid®,500,8,2
420458,5310000000000,Fovelid®,250,8,2
420539,8606010000000,Vyndaqel®,20,8,16
420540,8606010000000,Vyndaqel®,20,8,16
421104,8606110000000,Oktreotid Teva,20,8,31
421105,8606110000000,Oktreotid Teva,20,8,31
421106,8606110000000,Oktreotid Teva,20,8,31
421107,8606110000000,Oktreotid Teva,20,8,31
421111,8606110000000,Oktreotid Teva,30,8,31
421112,8606110000000,Oktreotid Teva,30,8,31
421113,8606110000000,Oktreotid Teva,30,8,31
421114,8606110000000,Oktreotid Teva,30,8,31
421133,8606110000000,Aminofilin retard,350,8,56
421200,3850340000000,FUROSEMID BELUPO,40,8,54
421250,8600100000000,Milenol®,12.5,8,54
421255,8600100000000,Milenol®,25,8,54
421370,3870010000000,MELPAMID®,1,8,54
421374,3870010000000,MELPAMID®,2,8,54
421376,3870010000000,MELPAMID®,3,8,54
421415,8600100000000,Flunisan®,20,8,54
421418,5350590000000,Dutaprost®,0.5,8,16
421451,5997000000000,Cavinton®,5,8,54
421453,5997000000000,Cavinton® Forte,10,8,54
421515,8594740000000,Dilvas®,100,8,54
421591,8606010000000,Fortum®,500,8,41
421594,8606010000000,Fortum®,1000,8,41
421608,8606100000000,Myfortic®,360,8,6
421609,8606100000000,Myfortic®,180,8,6
421711,5099150000000,Mestinon®,60,8,22
421715,3838990000000,Lexaurin®,1.5,8,54
421717,3838990000000,Lexaurin®,3,8,54
421718,3838990000000,Lexaurin®,6,8,54
421784,3838990000000,Nolicin®,400,8,2
421796,8605000000000,Sumatriptan SLAVIAMED,50,8,54
421832,8606100000000,Requip® Modutab®,2,8,56
421833,8606100000000,Requip® Modutab®,4,8,56
421834,8606100000000,Requip® Modutab®,8,8,56
421914,358469000000,Aubagio®,14,8,2
422065,8606020000000,Tivicay®,50,8,2
422066,8606020000000,Tivicay®,50,8,2
422088,8606010000000,Menopur®,75,4,28
422115,3838990000000,Sobycor®,2.5,8,2
422116,3838990000000,Sobycor®,5,8,2
422117,3838990000000,Sobycor®,10,8,2
422136,8606010000000,COUPET,20,8,2
422137,8606010000000,COUPET,10,8,2
422139,8606010000000,COUPET,20,8,2
422141,8606010000000,COUPET,10,8,2
422294,8606110000000,Rivaroksaban SK,10,8,2
422403,8606110000000,Acenokumarol UNION,4,8,54
422417,8600100000000,Indapres® SR,1.5,8,55
422428,8600060000000,Loperamid Actavis,2,8,54
422506,3838990000000,Yasnal®,5,8,2
422507,3838990000000,Yasnal®,10,8,2
422558,3582910000000,Plavix®,75,8,2
422585,8606100000000,Comtan®,200,8,2
422592,8606100000000,Comtan®,200,8,2
422593,8606100000000,Comtan®,200,8,2
422622,5290670000000,QUETRA 250,250,8,2
422624,5290670000000,QUETRA 250,250,8,2
422625,5290670000000,QUETRA 500,500,8,2
422627,5290670000000,QUETRA 500,500,8,2
422628,5290670000000,QUETRA 1000,1000,8,2
422630,5290670000000,QUETRA 1000,1000,8,2
422754,3391130000000,THIOPENTAL PANPHARMA,500,8,42
422883,8608810000000,Losar®,50,8,2
423019,3838990000000,Herbion® lozenge od bršljana,35,8,21
423020,3838990000000,Herbion® lozenge od bršljana,35,8,21
423052,7630000000000,Hydrocortison Galepharm,10,8,54
423247,8600100000000,Fluconal®,50,8,17
423249,8600100000000,Fluconal®,150,8,17
423251,8606010000000,Diclofenac Duo,75,8,14
423342,5414790000000,Utrogestan®,100,8,16
423344,5414790000000,Utrogestan®,100,8,16
423346,5414790000000,Utrogestan®,200,8,16
423348,5414790000000,Utrogestan®,200,8,16
423381,4046220000000,PK-Merz®,100,8,2
423410,8606020000000,Oktreotid Teva,10,8,31
423411,8606020000000,Oktreotid Teva,10,8,31
423412,8606020000000,Oktreotid Teva,10,8,31
423413,8606020000000,Oktreotid Teva,10,8,31
423446,8606010000000,Erlotinib Sandoz®,100,8,2
423450,8606010000000,Erlotinib Sandoz®,150,8,2
423584,8606010000000,Toviaz®,4,8,56
423586,8606010000000,Toviaz®,4,8,56
423588,8606010000000,Toviaz®,8,8,56
423590,8606010000000,Toviaz®,8,8,56
423609,8606100000000,Fabrazyme®,35,8,36
423625,8606010000000,Ecalta®,100,8,36
423627,8435230000000,Sildenafil NORMON,20,8,2
423771,8606110000000,Eplestar®,25,8,2
423774,8606110000000,Eplestar®,50,8,2
424043,9088880000000,Methotrexat Ebewe®,2.5,8,54
424185,8606110000000,Gonal - f®,75,4,28
424186,8606110000000,Gonal - f®,75,4,28
424258,3838990000000,Herbion® lozenge od bršljana,35,8,21
424303,8435230000000,Pantoprazol NORMON,40,8,41
424351,8606110000000,Aimovig®,140,8,48
424352,8606110000000,Aimovig®,140,8,48
424387,8606020000000,Dasatinib Teva,70,8,2
424388,8606020000000,Dasatinib Teva,70,8,2
424392,8606020000000,Dasatinib Teva,80,8,2
424393,8606020000000,Dasatinib Teva,80,8,2
424395,8606020000000,Dasatinib Teva,100,8,2
424396,8606020000000,Dasatinib Teva,100,8,2
424452,8606010000000,Merocid®,1000,8,42
424457,8606010000000,Rapidol® S,400,8,16
424488,3594460000000,Prexanil®,5,8,2
424489,5391190000000,Prexanil®,5,8,2
424490,5906740000000,Prexanil®,5,8,2
424492,3594460000000,Prexanil®,10,8,2
424493,5391190000000,Prexanil®,10,8,2
424494,5906740000000,Prexanil®,10,8,2
424523,5310000000000,BlokMax®,200,8,2
424724,5290670000000,Carbamazepine PR Remedica,400,8,56
424769,8606110000000,Ezetrol®,10,8,54
424781,5099150000000,Darob® mite,80,8,54
424781,5099150000000,Darob® mite,80,8,54
424810,3594450000000,Coraxan®,5,8,2
424812,5391190000000,Coraxan®,5,8,2
424813,3594450000000,Coraxan®,7.5,8,2
424815,5391190000000,Coraxan®,7.5,8,2
424875,8606010000000,Minirin®,200,7,54
424993,4048880000000,Arilin® Rapid,1000,8,62
425196,8606100000000,Trittico® retard,150,8,56
425199,8606100000000,Trittico® retard,75,8,56
425363,8606100000000,Zoladex® LA,10.8,8,12
425363,8606100000000,Zoladex® LA,10.8,8,12
425534,8600100000000,Tregona®,5,8,2
425536,8600100000000,Tregona®,10,8,2
425547,8608810000000,Venlax®,37.5,8,15
425549,8608810000000,Venlax®,75,8,15
425569,8600100000000,Trefero®,10,8,23
425571,8600100000000,Trefero®,15,8,23
425611,3838990000000,Cezera®,5,8,2
425618,5290670000000,Clozapine Remedica,100,8,54
425631,5310000000000,Buprenorfin Alkaloid®,2,8,51
425632,5310000000000,Buprenorfin Alkaloid®,2,8,51
425634,5310000000000,Buprenorfin Alkaloid®,8,8,51
425635,5310000000000,Buprenorfin Alkaloid®,8,8,51
425671,5099150000000,Hulio®,40,8,49
425672,5397320000000,Hulio®,40,8,49
425673,5397320000000,Hulio®,40,8,49
425676,5099150000000,Hulio®,40,8,48
425677,5397320000000,Hulio®,40,8,48
425678,5397320000000,Hulio®,40,8,48
425682,8606110000000,Avaricon®,300,8,17
425703,1210000000000,Lyrica®,225,8,17
425715,8606110000000,Tafinlar®,50,8,17
425716,8606110000000,Tafinlar®,50,8,17
425718,8606110000000,Tafinlar®,75,8,17
425719,8606110000000,Tafinlar®,75,8,17
425734,3838990000000,Gliclada® SR,60,8,56
425762,5099150000000,Brufen®,400,8,64
425789,5290670000000,Exedral 25,25,8,2
425864,8606110000000,Aimovig®,70,8,48
425874,8606100000000,Crestor®,40,8,2
425875,8606100000000,Crestor®,20,8,2
425876,8606100000000,Crestor®,10,8,2
425877,8606100000000,Crestor®,5,8,2
426039,3870010000000,Enterofuryl STOP®,200,8,17
426122,3838990000000,Xerdoxo®,10,8,2
426123,3838990000000,Xerdoxo®,10,8,2
426124,3838990000000,Xerdoxo®,10,8,2
426125,3838990000000,Xerdoxo®,10,8,2
426127,3838990000000,Xerdoxo®,15,8,2
426128,3838990000000,Xerdoxo®,15,8,2
426131,3838990000000,Xerdoxo®,20,8,2
426132,3838990000000,Xerdoxo®,20,8,2
426187,8606100000000,Alunbrig,180,8,2
426307,8606110000000,Ibuprofen UNION,400,8,2
426528,8606020000000,Micafungin Teva,50,8,40
426529,8606020000000,Micafungin Teva,50,8,40
426531,8606020000000,Micafungin Teva,100,8,40
426532,8606020000000,Micafungin Teva,100,8,40
426563,8600100000000,Diprian,80,8,55
426590,8600100000000,Saurus®,5,8,2
426591,8600100000000,Saurus®,10,8,2
426618,8606010000000,ACC® akut 600,600,8,63
426620,8606010000000,ACC® akut 600,600,8,63
426622,8606010000000,Binevol®,5,8,54
427096,8606100000000,Trittico® retard,150,8,56
427356,5290930000000,Arketis®,20,8,54
427358,5290930000000,Arketis®,20,8,54
427367,8606110000000,Cefuroxime,750,8,42
427369,8606110000000,Cefuroxime,1500,8,42
427385,8606100000000,Controloc®,40,8,6
427387,8606100000000,Controloc®,20,8,6
427425,3838990000000,Azibiot®,500,8,2
427427,3838990000000,Azibiot®,500,8,2
427445,5310000000000,Skopryl®,10,8,54
427447,8606110000000,Skopryl®,10,8,54
427448,5310000000000,Skopryl®,10,8,54
427449,8606110000000,Skopryl®,10,8,54
427451,5310000000000,Skopryl®,20,8,54
427453,8606110000000,Skopryl®,20,8,54
427454,5310000000000,Skopryl®,20,8,54
427455,8606110000000,Skopryl®,20,8,54
427508,8600100000000,ISENTRESS®,400,8,2
427518,5690530000000,Levoxa®,250,8,2
427520,5690530000000,Levoxa®,500,8,2
427521,8600100000000,Allegra®,120,8,2
427538,8600100000000,Cornelin®,10,8,2
427540,8600100000000,Cornelin®,20,8,2
427541,8600100000000,Cornelin®,10,8,2
427542,8600100000000,Cornelin®,20,8,2
427595,3838990000000,Iracor®,150,8,2
427596,3838990000000,Iracor®,300,8,2
427667,3594460000000,Detralex®,1000,8,2
427682,5099150000000,Erlotinib Mylan,100,8,2
427686,5099150000000,Erlotinib Mylan,150,8,2
427735,8606010000000,Vyndaqel®,61,8,16
427771,8606010000000,Tusari®,75,8,6
427786,8606010000000,Tusari®,100,8,6
427796,8054080000000,RINVOQ®,15,8,56
427797,8054080000000,RINVOQ®,15,8,56
427848,5310000000000,YMANA®,20,8,2
427937,8600100000000,Flusso®,50,8,54
427939,8600100000000,Flusso®,100,8,54
427964,8699540000000,Aksef®,500,8,2
427987,3838990000000,Letizen®,10,8,2
427988,3838990000000,Letizen®,10,8,2
428041,5290930000000,ARCHIFAR,500,8,42
428044,5290930000000,ARCHIFAR,1,3,42
428060,8606010000000,Nimotop® S,30,8,2
428062,8606010000000,Nimotop® S,30,8,2
428458,8606110000000,VINCEVA®,10,8,54
428532,8608810000000,Cefazolin,1,3,42
428543,8608810000000,Cefazolin,1,3,42
428544,8608810000000,Cefazolin,1,3,42
428912,8699540000000,Esram®,10,8,2
428917,8699540000000,Etodin® Fort,400,8,2
428932,9120020000000,Cefazolin-MIP,2,3,42
428940,3838990000000,Ciprinol®,250,8,2
428942,3838990000000,Ciprinol®,500,8,2
428966,8606110000000,Concor COR®,1.25,8,2
428967,8606110000000,Concor COR®,1.25,8,2
428969,8606110000000,Concor COR®,1.25,8,2
428976,8606110000000,Concor COR®,3.75,8,2
428977,8606110000000,Concor COR®,3.75,8,2
428979,8606110000000,Concor COR®,3.75,8,2
428980,8606110000000,Concor COR®,3.75,8,2
429767,9120020000000,Vancomycin-MIP®,500,8,40
429768,9120020000000,Vancomycin-MIP®,1000,8,40
429835,8606020000000,Flekanid®,50,8,15
429844,8606020000000,Flekanid®,100,8,15
429848,8606020000000,Flekanid®,200,8,15
429865,3838990000000,Moloxin®,400,8,2
429868,3838990000000,Moloxin®,400,8,2
430265,8600100000000,Dilcoran,80,8,56
430289,5690530000000,Onzapin®,5,8,2
430299,5690530000000,Onzapin®,10,8,2
430359,8606100000000,Tantum Verde® pomorandža & med,3,8,21
430505,8606110000000,Taltz®,80,8,48
430506,8606110000000,Taltz®,80,8,48
430633,8600100000000,Azaran,1000,8,42
430650,8600100000000,NovoEight®,250,4,28
430668,8600100000000,NovoEight®,500,4,28
430670,8600100000000,NovoEight®,1000,4,28
430921,8606010000000,Gemcitabine Accord,200,8,40
430924,8606010000000,Gemcitabine Accord,1000,8,40
431038,3838990000000,Fromilid®,500,8,2
431050,3838990000000,Nalgesin® S,275,8,2
431295,8600100000000,Locamin®,500,8,54
431339,8606020000000,Bularen®,250,8,17
431449,5290930000000,MEDAXONE®,1,3,42
431523,8605030000000,Erleada®,60,8,2
431596,8600100000000,Trombocen®,2.5,8,2
431601,8600100000000,Trombocen®,10,8,2
431605,8600100000000,Trombocen®,10,8,2
431609,8600100000000,Trombocen®,15,8,2
431616,8600100000000,Trombocen®,20,8,2
431643,3838990000000,Lorista®,50,8,2
431673,8606110000000,Tovedeso®,3.5,8,56
431675,8606110000000,Tovedeso®,3.5,8,56
431683,8606110000000,Tovedeso®,7,8,56
431685,8606110000000,Tovedeso®,7,8,56
432054,8600100000000,Dolpirinn®,50,8,38
432095,8606010000000,Sunitinib Sandoz®,12.5,8,17
432100,8606010000000,Sunitinib Sandoz®,25,8,17
432142,8606110000000,Advagraf™,0.5,8,15
432144,8606110000000,Advagraf™,1,8,15
432146,8606110000000,Advagraf™,3,8,15
432148,8606110000000,Advagraf™,5,8,15
432183,8606010000000,Runaplax,10,8,2
432188,8606010000000,Runaplax,15,8,2
432190,8606010000000,Runaplax,20,8,2
432196,3838990000000,Lanzul® S,15,8,5
432198,3838990000000,Lanzul®,30,8,5
432242,3850340000000,ALOPURINOL Belupo,100,8,54
432244,3850340000000,ALOPURINOL Belupo,200,8,54
432253,8606100000000,Tantum Lemon®,3,8,21
432316,8600100000000,Paravano®,5,8,2
432318,8600100000000,Paravano®,10,8,2
432321,8600100000000,Paravano®,20,8,2
432509,5350590000000,Izben®,125,8,17
432510,5350590000000,Izben®,125,8,17
432600,8606020000000,Vazopamid,1.5,8,56
432671,5016000000000,Inflectra®,100,8,36
432724,8606100000000,Tamiflu®,45,8,17
432725,8606100000000,Tamiflu®,30,8,17
432732,8606100000000,Nexium®,40,8,42
432867,8607000000000,Sinupret® akut,160,8,22
433032,8606010000000,Pemetrexed Accord,500,8,36
433044,3838990000000,Helex®,0.25,8,54
433045,3838990000000,Helex®,0.25,8,54
433047,3838990000000,Helex®,0.5,8,54
433049,3838990000000,Helex®,0.5,8,54
433051,3838990000000,Helex®,1,8,54
433053,3838990000000,Helex®,1,8,54
433090,8600100000000,Trecar®,2.5,8,23
433093,8600100000000,Trecar®,5,8,23
433097,8600100000000,Trecar®,5,8,23
433105,8606010000000,Aleve®,220,8,2
433151,8607000000000,Colistin/Norma,1000000,4,40
433164,8606110000000,Actawell® XR,50,8,56
433176,8608810000000,Itanem®,500,8,42
433177,8608810000000,Itanem®,500,8,42
433179,8608810000000,Itanem®,1000,8,42
433180,8608810000000,Itanem®,1000,8,42
433208,5205410000000,DEMOLOX,40,8,42
433242,8606110000000,Actawell® XR,400,8,56
433245,8606110000000,Actawell® XR,200,8,56
433248,8606110000000,Actawell® XR,300,8,56
433250,8606110000000,Actawell® XR,150,8,56
433275,8608810000000,Anbol® CARDIO,100,8,6
433318,8608810000000,Anbol® CARDIO,100,8,6
433319,8608810000000,Anbol® CARDIO,100,8,6
433361,8606110000000,Eplestar®,50,8,2
433362,8606110000000,Eplestar®,25,8,2
433372,8606100000000,Relenza®,5,8,33
433378,5099150000000,Lipanthyl® 145,145,8,2
433462,8606010000000,Cabometyx®,60,8,2
433463,8606010000000,Cabometyx®,40,8,2
433464,8606010000000,Cabometyx®,20,8,2
433475,8606020000000,Casodex®,50,8,2
433504,8600100000000,Gutana®,80,8,2
433505,8600100000000,Gutana®,80,8,2
433507,8600100000000,Gutana®,120,8,2
433508,8600100000000,Gutana®,120,8,2
433705,5310000000000,AMLODIPIN ALKALOID®,5,8,54
433707,8606110000000,AMLODIPIN ALKALOID®,5,8,54
433718,5310000000000,AMLODIPIN ALKALOID®,10,8,54
433720,8606110000000,AMLODIPIN ALKALOID®,10,8,54
433723,8600100000000,Taita®,30,8,5
433725,8600100000000,Taita®,60,8,5
433792,8606110000000,Colistin Zentiva®,1000000,4,42
433815,5350590000000,Colistin Zentiva®,2000000,4,43
433817,5350590000000,Colistin Zentiva®,1000000,4,43
433829,8594740000000,Vinorelbin Zentiva®,20,8,16
433836,8594740000000,Vinorelbin Zentiva®,30,8,16
433842,8594740000000,Vinorelbin Zentiva®,80,8,16
433866,3838990000000,Sidarso®,4,8,17
433873,3838990000000,Sidarso®,8,8,17
433901,8606110000000,Buprefex®,2,8,51
433904,8606110000000,Buprefex®,8,8,51
433934,8600100000000,Largocilin®,660,8,2
433939,8606020000000,Avegra,50,8,2
433941,8600100000000,Largocilin®,1000,8,2
433958,8606020000000,Avegra,100,8,2
434027,8606110000000,ONDA®,8,8,2
434050,8606100000000,Imodium® Instant,2,8,23
434057,8600100000000,Robenan® BR,5,8,2
434058,8600100000000,Robenan®,5,8,2
434059,8600100000000,Robenan®,5,8,2
434574,5310000000000,Pynetra®,10,8,2
434576,5310000000000,Pynetra®,5,8,2
434584,8600100000000,Bell®,1.5,8,54
434589,8606010000000,Eliquis®,5,8,2
434589,8606010000000,Eliquis®,5,8,2
434590,8606010000000,Eliquis®,2.5,8,2
434590,8606010000000,Eliquis®,2.5,8,2
434591,8606010000000,Eliquis®,2.5,8,2
434591,8606010000000,Eliquis®,2.5,8,2
434609,5450560000000,Lenalidomid Zentiva®,25,8,17
434612,5450560000000,Lenalidomid Zentiva®,25,8,17
434613,5450560000000,Lenalidomid Zentiva®,15,8,17
434616,5450560000000,Lenalidomid Zentiva®,15,8,17
434617,5450560000000,Lenalidomid Zentiva®,10,8,17
434620,5450560000000,Lenalidomid Zentiva®,10,8,17
434621,5450560000000,Lenalidomid Zentiva®,5,8,17
434624,5450560000000,Lenalidomid Zentiva®,5,8,17
434648,5450560000000,Vancomycin Zentiva®,1000,8,40
434650,5450560000000,Vancomycin Zentiva®,500,8,40
434679,5290670000000,Aremed®,1,8,2
434706,8606110000000,Cosentyx®,150,8,48
434707,8606110000000,Cosentyx®,150,8,48
434727,8606010000000,Diosminex® Max,1000,8,2
434728,8606010000000,Diosminex® Max,1000,8,2
434742,8600100000000,Ticagrex®,90,8,2
434743,8600100000000,Ticagrex®,60,8,2
434938,5016010000000,Botox®,100,1,41
435069,5690530000000,Nevotens®,5,8,54
435071,5690530000000,Nevotens®,5,8,54
435145,8608810000000,Sinacilin®,500,8,17
435194,8606110000000,Folnacid UNION®,5,8,54
435199,8606010000000,Elelyso®,200,5,40
435226,8600100000000,Ademola®,200,8,40
435307,8054080000000,Exviera,250,8,2
435313,8600100000000,Essentiale® MAX,600,8,17
435391,8606010000000,Cardiopirin®,100,8,6
435418,3838990000000,Tanyz®,0.4,8,14
435426,8600100000000,Trodon,100,8,56
435454,3838990000000,Levalox®,250,8,2
