ID leka,Назив лека:,Генерички назив:,Облик и паковање:,Kolicina,Oblik,Doza,Врста решења:,АТЦ шифра:,JKL:,EAN:,Врста лека:,Произвођач:,- адреса:,- земља:,Носилац дозволе:,Режим издавања:,Број решења:,Датум решења:,Датум истицања решења:,Сажетак карактеристика о леку:,Упутство за лек:,Текст за спољње и унутрашње паковање:,Одобрене измене:
412542,Macmiror® Complex,"nistatin, nifuratel","vaginalna kapsula, meka; 200000i.j.+500mg; blister, 1x12kom",12 kom,"vaginalna kapsula, meka",200000i.j.+500mg,ОБНОВА,G01AA51,6137420,8.6061E+12,Хумани лекови,DOPPEL FARMACEUTICI S.R.L.,"Bulevar Zorana Đinđića 64a,  Novi Beograd",Italija,BONIFAR DOO NOVI BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00759-19-001,18.09.2019.,18.09.2024.,pdf/412542/sazetak_karakteristika_lijeka.pdf,pdf/412542/upustvo_za_upotrebu.pdf,pdf/412542/tekst_za_spoljno_pakovanje.pdf,У припреми
412565,Nitroglicerina Bioindustria L.I.M.,gliceriltrinitrat,"koncentrat za rastvor za infuziju; 5mg/1.5mL; ampula, 10x1.5mL",15 mL,koncentrat za rastvor za infuziju,5mg/1.5mL,ОБНОВА,C01DA02,102183,8.05962E+12,Хумани лекови,BIOINDUSTRIA LABORATORIO ITALIANO MEDICINALI S.P.A.,"Bežanijskih Ilegalaca 18b,  Beograd - Novi Beograd",Italija,LICENTIS DOO BEOGRAD (NOVI BEOGRAD),СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04125-18-001,20.08.2019.,20.08.2024.,pdf/412565/sazetak_karakteristika_lijeka.pdf,pdf/412565/upustvo_za_upotrebu.pdf,pdf/412565/tekst_za_spoljno_pakovanje.pdf,У припреми
412570,Rissar®,risperidon,"film tableta; 1mg; blister, 2x10kom",20 kom,film tableta,1mg,ОБНОВА,N05AX08,1070935,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00652-19-001,30.10.2019.,30.10.2069.,pdf/412570/sazetak_karakteristika_lijeka.pdf,pdf/412570/upustvo_za_upotrebu.pdf,pdf/412570/tekst_za_spoljno_pakovanje.pdf,У припреми
412572,Rissar®,risperidon,"film tableta; 1mg; blister, 2x10kom",20 kom,film tableta,1mg,ОБНОВА,N05AX08,1070935,8.60611E+12,Хумани лекови,ALKALOID D.O.O. BEOGRAD,"Prahovska 3,  Beograd",Republika Srbija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00652-19-001,30.10.2019.,30.10.2069.,pdf/412572/sazetak_karakteristika_lijeka.pdf,pdf/412572/upustvo_za_upotrebu.pdf,pdf/412572/tekst_za_spoljno_pakovanje.pdf,У припреми
412573,Rissar®,risperidon,"film tableta; 1mg; blister, 6x10kom",60 kom,film tableta,1mg,ОБНОВА,N05AX08,1070080,8.60611E+12,Хумани лекови,ALKALOID D.O.O. BEOGRAD,"Prahovska 3,  Beograd",Republika Srbija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00653-19-001,30.10.2019.,30.10.2069.,pdf/412573/sazetak_karakteristika_lijeka.pdf,pdf/412573/upustvo_za_upotrebu.pdf,pdf/412573/tekst_za_spoljno_pakovanje.pdf,У припреми
412574,Rissar®,risperidon,"film tableta; 1mg; blister, 6x10kom",60 kom,film tableta,1mg,ОБНОВА,N05AX08,1070080,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00653-19-001,30.10.2019.,30.10.2069.,pdf/412574/sazetak_karakteristika_lijeka.pdf,pdf/412574/upustvo_za_upotrebu.pdf,pdf/412574/tekst_za_spoljno_pakovanje.pdf,У припреми
412577,Rissar®,risperidon,"film tableta; 2mg; blister, 2x10kom",20 kom,film tableta,2mg,ОБНОВА,N05AX08,1070928,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00654-19-001,30.10.2019.,30.10.2069.,pdf/412577/sazetak_karakteristika_lijeka.pdf,pdf/412577/upustvo_za_upotrebu.pdf,pdf/412577/tekst_za_spoljno_pakovanje.pdf,У припреми
412579,Rissar®,risperidon,"film tableta; 2mg; blister, 2x10kom",20 kom,film tableta,2mg,ОБНОВА,N05AX08,1070928,8.60611E+12,Хумани лекови,ALKALOID D.O.O. BEOGRAD,"Prahovska 3,  Beograd",Republika Srbija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00654-19-001,30.10.2019.,30.10.2069.,pdf/412579/sazetak_karakteristika_lijeka.pdf,pdf/412579/upustvo_za_upotrebu.pdf,pdf/412579/tekst_za_spoljno_pakovanje.pdf,У припреми
412580,Rissar®,risperidon,"film tableta; 2mg; blister, 6x10kom",60 kom,film tableta,2mg,ОБНОВА,N05AX08,1070081,8.60611E+12,Хумани лекови,ALKALOID D.O.O. BEOGRAD,"Prahovska 3,  Beograd",Republika Srbija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00656-19-001,30.10.2019.,30.10.2069.,pdf/412580/sazetak_karakteristika_lijeka.pdf,pdf/412580/upustvo_za_upotrebu.pdf,pdf/412580/tekst_za_spoljno_pakovanje.pdf,У припреми
412581,Rissar®,risperidon,"film tableta; 2mg; blister, 6x10kom",60 kom,film tableta,2mg,ОБНОВА,N05AX08,1070081,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00656-19-001,30.10.2019.,30.10.2069.,pdf/412581/sazetak_karakteristika_lijeka.pdf,pdf/412581/upustvo_za_upotrebu.pdf,pdf/412581/tekst_za_spoljno_pakovanje.pdf,У припреми
412583,Rissar®,risperidon,"film tableta; 3mg; blister, 2x10kom",20 kom,film tableta,3mg,ОБНОВА,N05AX08,1070929,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00658-19-001,30.10.2019.,30.10.2069.,pdf/412583/sazetak_karakteristika_lijeka.pdf,pdf/412583/upustvo_za_upotrebu.pdf,pdf/412583/tekst_za_spoljno_pakovanje.pdf,У припреми
412585,Rissar®,risperidon,"film tableta; 3mg; blister, 2x10kom",20 kom,film tableta,3mg,ОБНОВА,N05AX08,1070929,8.60611E+12,Хумани лекови,ALKALOID D.O.O. BEOGRAD,"Prahovska 3,  Beograd",Republika Srbija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00658-19-001,30.10.2019.,30.10.2069.,pdf/412585/sazetak_karakteristika_lijeka.pdf,pdf/412585/upustvo_za_upotrebu.pdf,pdf/412585/tekst_za_spoljno_pakovanje.pdf,У припреми
412586,Rissar®,risperidon,"film tableta; 3mg; blister, 6x10kom",60 kom,film tableta,3mg,ОБНОВА,N05AX08,1070082,8.60611E+12,Хумани лекови,ALKALOID D.O.O. BEOGRAD,"Prahovska 3,  Beograd",Republika Srbija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00659-19-001,30.10.2019.,30.10.2069.,pdf/412586/sazetak_karakteristika_lijeka.pdf,pdf/412586/upustvo_za_upotrebu.pdf,pdf/412586/tekst_za_spoljno_pakovanje.pdf,У припреми
412587,Rissar®,risperidon,"film tableta; 3mg; blister, 6x10kom",60 kom,film tableta,3mg,ОБНОВА,N05AX08,1070082,5.31E+12,Хумани лекови,ALKALOID AD SKOPJE,"Prahovska 3,  Beograd",Republika Severna Makedonija,ALKALOID D.O.O. BEOGRAD,Р - Лек се може издавати само уз лекарски рецепт,515-01-00659-19-001,30.10.2019.,30.10.2069.,pdf/412587/sazetak_karakteristika_lijeka.pdf,pdf/412587/upustvo_za_upotrebu.pdf,pdf/412587/tekst_za_spoljno_pakovanje.pdf,У припреми
413223,Triapin® Mite,"ramipril, felodipin","tableta sa produženim oslobađanjem; 2.5mg+2.5mg; blister, 2x14kom",28 kom,tableta sa produženim oslobađanjem,2.5mg+2.5mg,ОБНОВА,C09BB05,1403021,3.58291E+12,Хумани лекови,OPELLA HEALTHCARE HUNGARY LIMITED LIABILITY COMPANY (OPELLA HEALTHCARE HUNGARY LTD.),"Milorada Jovanovića 9,  Beograd",Mađarska,AMICUS SRB D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-04413-18-001,06.09.2019.,06.09.2024.,pdf/413223/sazetak_karakteristika_lijeka.pdf,pdf/413223/upustvo_za_upotrebu.pdf,pdf/413223/tekst_za_spoljno_pakovanje.pdf,У припреми
413233,Triapin®,"ramipril, felodipin","tableta sa produženim oslobađanjem; 5mg+5mg; blister, 2x14kom",28 kom,tableta sa produženim oslobađanjem,5mg+5mg,ОБНОВА,C09BB05,1403020,3.58291E+12,Хумани лекови,OPELLA HEALTHCARE HUNGARY LIMITED LIABILITY COMPANY (OPELLA HEALTHCARE HUNGARY LTD.),"Milorada Jovanovića 9,  Beograd",Mađarska,AMICUS SRB D.O.O.,Р - Лек се може издавати само уз лекарски рецепт,515-01-04411-18-001,06.09.2019.,06.09.2024.,pdf/413233/sazetak_karakteristika_lijeka.pdf,pdf/413233/upustvo_za_upotrebu.pdf,pdf/413233/tekst_za_spoljno_pakovanje.pdf,У припреми
413254,Spedifen® 200,ibuprofen,"granule za oralni rastvor; 200mg; kesica, 20x1kom",20 kom,granule za oralni rastvor,200mg,ОБНОВА,M01AE01,3162145,8.6061E+12,Хумани лекови,ZAMBON SWITZERLAND LTD,"Bulevar Zorana Đinđića 64a,  Novi Beograd",Švajcarska,BONIFAR DOO NOVI BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-00285-19-001,12.09.2019.,12.09.2024.,pdf/413254/sazetak_karakteristika_lijeka.pdf,pdf/413254/upustvo_za_upotrebu.pdf,pdf/413254/tekst_za_spoljno_pakovanje.pdf,У припреми
413263,Spedifen® 400,ibuprofen,"granule za oralni rastvor; 400mg; kesica, 12x1kom",12 kom,granule za oralni rastvor,400mg,ОБНОВА,M01AE01,3162146,8.6061E+12,Хумани лекови,ZAMBON SWITZERLAND LTD,"Bulevar Zorana Đinđića 64a,  Novi Beograd",Švajcarska,BONIFAR DOO NOVI BEOGRAD,БР - Лек се може издавати и без рецепта,515-01-00286-19-001,12.09.2019.,12.09.2024.,pdf/413263/sazetak_karakteristika_lijeka.pdf,pdf/413263/upustvo_za_upotrebu.pdf,pdf/413263/tekst_za_spoljno_pakovanje.pdf,У припреми
413282,Kiovig,humani normalni imunoglobulin za intravensku upotrebu,"rastvor za infuziju; 100mg/mL; bočica staklena, 1x25mL",25 mL,rastvor za infuziju,100mg/mL,ОБНОВА,J06BA02,13506,6.42621E+11,Биолошки лекови,BAXALTA BELGIUM MANUFACTURING SA,"Milutina Milankovića 11a,  Beograd - Novi Beograd",Belgija,TAKEDA DOO,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04234-18-001,02.10.2019.,02.10.2069.,pdf/413282/sazetak_karakteristika_lijeka.pdf,pdf/413282/upustvo_za_upotrebu.pdf,pdf/413282/tekst_za_spoljno_pakovanje.pdf,У припреми
413283,Kiovig,humani normalni imunoglobulin za intravensku upotrebu,"rastvor za infuziju; 100mg/mL; bočica staklena, 1x50mL",50 mL,rastvor za infuziju,100mg/mL,ОБНОВА,J06BA02,13507,6.42621E+11,Биолошки лекови,BAXALTA BELGIUM MANUFACTURING SA,"Milutina Milankovića 11a,  Beograd - Novi Beograd",Belgija,TAKEDA DOO,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04235-18-001,02.10.2019.,02.10.2069.,pdf/413283/sazetak_karakteristika_lijeka.pdf,pdf/413283/upustvo_za_upotrebu.pdf,pdf/413283/tekst_za_spoljno_pakovanje.pdf,У припреми
413284,Kiovig,humani normalni imunoglobulin za intravensku upotrebu,"rastvor za infuziju; 100mg/mL; bočica staklena, 1x100mL",100 mL,rastvor za infuziju,100mg/mL,ОБНОВА,J06BA02,13505,6.42621E+11,Биолошки лекови,BAXALTA BELGIUM MANUFACTURING SA,"Milutina Milankovića 11a,  Beograd - Novi Beograd",Belgija,TAKEDA DOO,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04236-18-001,02.10.2019.,02.10.2069.,pdf/413284/sazetak_karakteristika_lijeka.pdf,pdf/413284/upustvo_za_upotrebu.pdf,pdf/413284/tekst_za_spoljno_pakovanje.pdf,У припреми
413292,Tekcis,natrijum-pertehnetat (Tc-99m),"radionuklidni generator; 2-50GBq; generatorski uređaj sa priborom, 1x1kom",1 kom,radionuklidni generator,2-50GBq,ОБНОВА,V09FX01,9199000,8.607E+12,Радиофармацеутици,CIS BIO INTERNATIONAL - GIF SUR YVETTE,"Mike Petrovića Alasa 12-14,  Beograd, Vinča",Francuska,"INSTITUT ZA NUKLEARNE NAUKE ´´VINČA´´ - INSTITUT OD NACIONALNOG ZNAČAJA ZA REPUBLIKU SRBIJU, UNIVERZITET U BEOGRADU",СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04508-18-001,17.09.2019.,17.09.2024.,pdf/413292/sazetak_karakteristika_lijeka.pdf,pdf/413292/upustvo_za_upotrebu.pdf,pdf/413292/tekst_za_spoljno_pakovanje.pdf,У припреми
413297,Sinplatin®,cisplatin,"koncentrat za rastvor za infuziju; 10mg/10mL; bočica staklena, 1x10mL",10 mL,koncentrat za rastvor za infuziju,10mg/10mL,ОБНОВА,L01XA01,31223,8.60611E+12,Хумани лекови,ACTAVIS ITALY S.P.A,"Đorđa Stanojevića 12,  Beograd",Italija,ACTAVIS D.O.O. BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04276-18-001,24.09.2019.,24.09.2024.,pdf/413297/sazetak_karakteristika_lijeka.pdf,pdf/413297/upustvo_za_upotrebu.pdf,pdf/413297/tekst_za_spoljno_pakovanje.pdf,У припреми
413299,Sinplatin®,cisplatin,"koncentrat za rastvor za infuziju; 10mg/10mL; bočica staklena, 1x10mL",10 mL,koncentrat za rastvor za infuziju,10mg/10mL,ОБНОВА,L01XA01,31223,8.60611E+12,Хумани лекови,S.C. SINDAN-PHARMA S.R.L.,"Đorđa Stanojevića 12,  Beograd",Rumunija,ACTAVIS D.O.O. BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04276-18-001,24.09.2019.,24.09.2024.,pdf/413299/sazetak_karakteristika_lijeka.pdf,pdf/413299/upustvo_za_upotrebu.pdf,pdf/413299/tekst_za_spoljno_pakovanje.pdf,У припреми
413300,Sinplatin®,cisplatin,"koncentrat za rastvor za infuziju; 50mg/50mL; bočica staklena, 1x50mL",50 mL,koncentrat za rastvor za infuziju,50mg/50mL,ОБНОВА,L01XA01,31224,8.60611E+12,Хумани лекови,ACTAVIS ITALY S.P.A,"Đorđa Stanojevića 12,  Beograd",Italija,ACTAVIS D.O.O. BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04279-18-001,24.09.2019.,24.09.2024.,pdf/413300/sazetak_karakteristika_lijeka.pdf,pdf/413300/upustvo_za_upotrebu.pdf,pdf/413300/tekst_za_spoljno_pakovanje.pdf,У припреми
413302,Sinplatin®,cisplatin,"koncentrat za rastvor za infuziju; 50mg/50mL; bočica staklena, 1x50mL",50 mL,koncentrat za rastvor za infuziju,50mg/50mL,ОБНОВА,L01XA01,31224,8.60611E+12,Хумани лекови,S.C. SINDAN-PHARMA S.R.L.,"Đorđa Stanojevića 12,  Beograd",Rumunija,ACTAVIS D.O.O. BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04279-18-001,24.09.2019.,24.09.2024.,pdf/413302/sazetak_karakteristika_lijeka.pdf,pdf/413302/upustvo_za_upotrebu.pdf,pdf/413302/tekst_za_spoljno_pakovanje.pdf,У припреми
413307,Ultiva®,remifentanil,"prašak za koncentrat za rastvor za injekciju/infuziju; 2mg; bočica staklena, 5x2mg",10 mg,prašak za koncentrat za rastvor za injekciju/infuziju,2mg,ОБНОВА,N01AH06,87621,5.0606E+12,Хумани лекови,GLAXOSMITHKLINE MANUFACTURING S.P.A.,"Beogradskog bataljona 4,  Beograd - Čukarica",Italija,CLINRES FARMACIJA D.O.O. BEOGRAD,"SZN - Лек се може употребљавати у стационарној здравственој установи, сходно прописима о лековима који садрже опојне дроге",515-01-00001-19-002,10.10.2019.,10.10.2024.,pdf/413307/sazetak_karakteristika_lijeka.pdf,pdf/413307/upustvo_za_upotrebu.pdf,pdf/413307/tekst_za_spoljno_pakovanje.pdf,У припреми
413353,Actemra®,tocilizumab,"koncentrat za rastvor za infuziju; 80mg/4mL; bočica staklena, 1x4mL",4 mL,koncentrat za rastvor za infuziju,80mg/4mL,РЕГИСТРАЦИЈА,L04AC07,14400,8.6061E+12,Биолошки лекови,F.HOFFMANN-LA ROCHE LTD,"Vladimira Popovića 8a,  Beograd - Novi Beograd",Švajcarska,ROCHE DOO BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-02497-19-001,13.09.2019.,13.09.2024.,pdf/413353/sazetak_karakteristika_lijeka.pdf,pdf/413353/upustvo_za_upotrebu.pdf,pdf/413353/tekst_za_spoljno_pakovanje.pdf,У припреми
413358,Actemra®,tocilizumab,"koncentrat za rastvor za infuziju; 200mg/10mL; bočica staklena, 1x10mL",10 mL,koncentrat za rastvor za infuziju,200mg/10mL,РЕГИСТРАЦИЈА,L04AC07,14401,8.6061E+12,Биолошки лекови,F.HOFFMANN-LA ROCHE LTD,"Vladimira Popovića 8a,  Beograd - Novi Beograd",Švajcarska,ROCHE DOO BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-02510-19-001,13.09.2019.,13.09.2024.,pdf/413358/sazetak_karakteristika_lijeka.pdf,pdf/413358/upustvo_za_upotrebu.pdf,pdf/413358/tekst_za_spoljno_pakovanje.pdf,У припреми
413362,Actemra®,tocilizumab,"koncentrat za rastvor za infuziju; 400mg/20mL; bočica staklena, 1x20mL",20 mL,koncentrat za rastvor za infuziju,400mg/20mL,РЕГИСТРАЦИЈА,L04AC07,14402,8.6061E+12,Биолошки лекови,F.HOFFMANN-LA ROCHE LTD,"Vladimira Popovića 8a,  Beograd - Novi Beograd",Švajcarska,ROCHE DOO BEOGRAD,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-02511-19-001,13.09.2019.,13.09.2024.,pdf/413362/sazetak_karakteristika_lijeka.pdf,pdf/413362/upustvo_za_upotrebu.pdf,pdf/413362/tekst_za_spoljno_pakovanje.pdf,У припреми
413395,Brax®,benzidamin,"komprimovana lozenga; 3mg; blister, 2x10kom",20 kom,komprimovana lozenga,3mg,ОБНОВА,A01AD02,1120374,8.60601E+12,Хумани лекови,ICN POLFA RZESZOW S.A.,"Batajnički drum 5 A,  Beograd",Poljska,"PHARMASWISS D.O.O., BEOGRAD",БР - Лек се може издавати и без рецепта,515-01-00915-19-001,04.10.2019.,04.10.2024.,pdf/413395/sazetak_karakteristika_lijeka.pdf,pdf/413395/upustvo_za_upotrebu.pdf,pdf/413395/tekst_za_spoljno_pakovanje.pdf,У припреми
413398,Brax®,benzidamin,"sprej za usnu sluznicu, rastvor; 1.5mg/mL; višedozni kontejner sa pumpom za doziranje, 1x30mL",30 mL,"sprej za usnu sluznicu, rastvor",1.5mg/mL,ОБНОВА,A01AD02,4120373,8.60601E+12,Хумани лекови,ICN POLFA RZESZOW S.A.,"Batajnički drum 5 A,  Beograd",Poljska,"PHARMASWISS D.O.O., BEOGRAD",БР - Лек се може издавати и без рецепта,515-01-00917-19-001,04.10.2019.,04.10.2024.,pdf/413398/sazetak_karakteristika_lijeka.pdf,pdf/413398/upustvo_za_upotrebu.pdf,pdf/413398/tekst_za_spoljno_pakovanje.pdf,У припреми
413404,Visipaque™,jodiksanol,"rastvor za injekciju; 270mg I/mL; boca plastična, 10x50mL",500 mL,rastvor za injekciju,270mg I/mL,ОБНОВА,V08AB09,199494,8.60601E+12,Хумани лекови,GE HEALTHCARE IRELAND LIMITED,"Milorada Jovanovića 9,  Beograd",Irska,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04536-18-001,24.09.2019.,24.09.2069.,pdf/413404/sazetak_karakteristika_lijeka.pdf,pdf/413404/upustvo_za_upotrebu.pdf,pdf/413404/tekst_za_spoljno_pakovanje.pdf,У припреми
413406,Visipaque™,jodiksanol,"rastvor za injekciju; 270mg I/mL; boca plastična, 10x50mL",500 mL,rastvor za injekciju,270mg I/mL,ОБНОВА,V08AB09,199494,8.60601E+12,Хумани лекови,GE HEALTHCARE AS - OSLO PLANT,"Milorada Jovanovića 9,  Beograd",Norveška,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04536-18-001,24.09.2019.,24.09.2069.,pdf/413406/sazetak_karakteristika_lijeka.pdf,pdf/413406/upustvo_za_upotrebu.pdf,pdf/413406/tekst_za_spoljno_pakovanje.pdf,У припреми
413407,Visipaque™,jodiksanol,"rastvor za injekciju; 270mg I/mL; boca plastična, 10x100mL",1000 mL,rastvor za injekciju,270mg I/mL,ОБНОВА,V08AB09,199495,8.60601E+12,Хумани лекови,GE HEALTHCARE AS - OSLO PLANT,"Milorada Jovanovića 9,  Beograd",Norveška,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04538-18-001,24.09.2019.,24.09.2069.,pdf/413407/sazetak_karakteristika_lijeka.pdf,pdf/413407/upustvo_za_upotrebu.pdf,pdf/413407/tekst_za_spoljno_pakovanje.pdf,У припреми
413408,Visipaque™,jodiksanol,"rastvor za injekciju; 270mg I/mL; boca plastična, 10x100mL",1000 mL,rastvor za injekciju,270mg I/mL,ОБНОВА,V08AB09,199495,8.60601E+12,Хумани лекови,GE HEALTHCARE IRELAND LIMITED,"Milorada Jovanovića 9,  Beograd",Irska,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04538-18-001,24.09.2019.,24.09.2069.,pdf/413408/sazetak_karakteristika_lijeka.pdf,pdf/413408/upustvo_za_upotrebu.pdf,pdf/413408/tekst_za_spoljno_pakovanje.pdf,У припреми
413409,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca plastična, 10x50mL",500 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199496,8.60601E+12,Хумани лекови,GE HEALTHCARE IRELAND LIMITED,"Milorada Jovanovića 9,  Beograd",Irska,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04539-18-001,24.09.2019.,24.09.2069.,pdf/413409/sazetak_karakteristika_lijeka.pdf,pdf/413409/upustvo_za_upotrebu.pdf,pdf/413409/tekst_za_spoljno_pakovanje.pdf,У припреми
413411,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca plastična, 10x50mL",500 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199496,8.60601E+12,Хумани лекови,GE HEALTHCARE AS - OSLO PLANT,"Milorada Jovanovića 9,  Beograd",Norveška,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04539-18-001,24.09.2019.,24.09.2069.,pdf/413411/sazetak_karakteristika_lijeka.pdf,pdf/413411/upustvo_za_upotrebu.pdf,pdf/413411/tekst_za_spoljno_pakovanje.pdf,У припреми
413412,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca plastična, 10x100mL",1000 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199497,8.60601E+12,Хумани лекови,GE HEALTHCARE IRELAND LIMITED,"Milorada Jovanovića 9,  Beograd",Irska,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04540-18-001,24.09.2019.,24.09.2069.,pdf/413412/sazetak_karakteristika_lijeka.pdf,pdf/413412/upustvo_za_upotrebu.pdf,pdf/413412/tekst_za_spoljno_pakovanje.pdf,У припреми
413413,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca plastična, 10x100mL",1000 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199497,8.60601E+12,Хумани лекови,GE HEALTHCARE AS - OSLO PLANT,"Milorada Jovanovića 9,  Beograd",Norveška,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04540-18-001,24.09.2019.,24.09.2069.,pdf/413413/sazetak_karakteristika_lijeka.pdf,pdf/413413/upustvo_za_upotrebu.pdf,pdf/413413/tekst_za_spoljno_pakovanje.pdf,У припреми
413414,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca staklena, 10x50mL",500 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199463,8.60601E+12,Хумани лекови,GE HEALTHCARE AS - OSLO PLANT,"Milorada Jovanovića 9,  Beograd",Norveška,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04541-18-001,24.09.2019.,24.09.2069.,pdf/413414/sazetak_karakteristika_lijeka.pdf,pdf/413414/upustvo_za_upotrebu.pdf,pdf/413414/tekst_za_spoljno_pakovanje.pdf,У припреми
413415,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca staklena, 10x50mL",500 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199463,8.60601E+12,Хумани лекови,GE HEALTHCARE IRELAND LIMITED,"Milorada Jovanovića 9,  Beograd",Irska,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04541-18-001,24.09.2019.,24.09.2069.,pdf/413415/sazetak_karakteristika_lijeka.pdf,pdf/413415/upustvo_za_upotrebu.pdf,pdf/413415/tekst_za_spoljno_pakovanje.pdf,У припреми
413416,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca staklena, 10x100mL",1000 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199464,8.60601E+12,Хумани лекови,GE HEALTHCARE AS - OSLO PLANT,"Milorada Jovanovića 9,  Beograd",Norveška,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04542-18-001,24.09.2019.,24.09.2069.,pdf/413416/sazetak_karakteristika_lijeka.pdf,pdf/413416/upustvo_za_upotrebu.pdf,pdf/413416/tekst_za_spoljno_pakovanje.pdf,У припреми
413417,Visipaque™,jodiksanol,"rastvor za injekciju; 320mg I/mL; boca staklena, 10x100mL",1000 mL,rastvor za injekciju,320mg I/mL,ОБНОВА,V08AB09,199464,8.60601E+12,Хумани лекови,GE HEALTHCARE IRELAND LIMITED,"Milorada Jovanovića 9,  Beograd",Irska,AMICUS SRB D.O.O.,СЗ - Лек се може употребљавати само у стационарној здравственој установи,515-01-04542-18-001,24.09.2019.,24.09.2069.,pdf/413417/sazetak_karakteristika_lijeka.pdf,pdf/413417/upustvo_za_upotrebu.pdf,pdf/413417/tekst_za_spoljno_pakovanje.pdf,У припреми
